Designator,Mid X,Mid Y,Rotation,Layer
D1,132.6875,-89.5375,180.0,top
D2,161.5,-89.5,180.0,top
Q1,128.6875,-85.475,90.0,top
Q2,157.45,-85.0625,90.0,top
R1,134.6875,-85.5,270.0,top
R2,162.5,-85.0,270.0,top
