Designator,Mid X,Mid Y,Rotation,Layer
D101,20.5,-7.0,180.0,top
D102,53.0,-7.0,180.0,top
K101,30.0625,-26.2125,0.0,top
K102,43.875,-26.175,0.0,top
Q101,16.8125,-2.4625,180.0,top
Q102,48.645,-2.5,180.0,top
R101,22.5,-2.9625,270.0,top
R102,54.0,-2.5,270.0,top
